TEXTO,CARRERA,LABEL
with variations with variations with variations with variations with variations with variations with interests per carrer arquitectura in disfruto visitando edificios históricos y analizando su arquitectura en disfruto visitando edificios históricos y analizando su arquitectura en disfruto visitando edificios históricos y analizando su su,ARQUITECTURA,4
paraphrase with variations with variations with interesets per carrer arquitectura in sueo con disear un edificio emblemático en mi ciudad,ARQUITECTURA,4
paraphrase with variations with variations with interests per carrer arquitectura in sueo con disear un edificio emblemático en mi ciudad,ARQUITECTURA,4
paraphrase with variations with variations with interesets per carrer arquitectura en sueo con disear un edificio emblemático en mi ciudad,ARQUITECTURA,4
me encanta discutir temas profundos y existenciales,FILOSOFÍA,5
variations with interests per carrer filosofa in me encanta debatir sobre temas profundos y existenciales,FILOSOFÍA,5
paraphrase with variations with interests per carrer filosofa in me encanta debatir sobre temas profundos y existenciales,FILOSOFÍA,5
variations with interest per carrer filosofa in me encanta debatir sobre temas profundos y existenciales,FILOSOFÍA,5
tengo curiosidad por entender diferentes formas de pensar,FILOSOFÍA,5
paraphrase with variations with interest per carrer filosofa in siento curiosidad por entender diferentes formas de pensamiento con variaciones con interesets per carrer filosofa in siento curiosidad por entender diferentes formas de pensamiento con variaciones con interesets per carrer filosofa in siento curiosidad por entender,FILOSOFÍA,5
paraphrase with variations with interest per carrer filosofa in siento curiosidad por entender diferentes formas de pensamiento con variaciones con interesets per carrer filosofa in siento curiosidad por entender diferentes formas de pensamiento con variations con interesets per carrer filosofa in siento curiosidad por entender diferente,FILOSOFÍA,5
paraphrase with variations with interest per carrer filosofa in siento curiosidad por entender diferentes formas de pensamiento con variaciones con interesets per carrer filosofa in siento curiosidad por entender diferentes formas de pensamiento con variations con interesets per carrer filosofa in siento curiosidad por entender com,FILOSOFÍA,5
quiero estudiar cómo las ideas filosóficas afectan nuestras vidas,FILOSOFÍA,5
variations with interests per carrer filosofa in quiero estudiar cómo las ideas filosóficas afectan nuestras vidas filosofa in quiero estudiar cómo las ideas filosóficas afectan nuestras vidas,FILOSOFÍA,5
variations with interests per carrer filosofa in quiero estudiar cómo las ideas filosóficas afectan nuestras vidas,FILOSOFÍA,5
variations with interests per carrer filosofa in quiero estudiar cómo las ideas filosóficas afectan nuestras vidas filosofa en quiero estudiar cómo las ideas filosóficas afectan nuestras vidas,FILOSOFÍA,5
