TEXTO,LABEL
me gusta reflexionar sobre morales cuestiones éticas,5
me en gusta pensar morales cuestiones éticas,5
entender las de quiero diferentes corrientes pensamiento,5
me entender las de diferentes corrientes pensamiento gustaría,5
me entender los diferentes pensamientos gustaría,5
de en la naturaleza estoy realidad interesado discutir,5
me de la naturaleza realidad discutir gustaría,5
de la quiero naturaleza realidad discutir,5
las que curiosidad por ideas el han moldeado mundo profunda tengo,5
las que curiosidad por ideas el han moldeado mundo tengo,5
me las que ideas el han moldeado mundo interesan,5
me entender apasiona el humano comportamiento,6
me entender gusta el humano comportamiento,6
me entender interesa el humano comportamiento,6
disfruto la desafíos superar sus gente emocionales ayudando,6
los la desafíos superar gente emocionales ayudo,6
la desafíos superar sus gente emocionales ayudo,6
cómo funcionan procesos los la quiero mente estudiar cognitivos,6
entender cómo funcionan procesos los la quiero mente cognitivos,6
me cómo funcionan procesos los la mente estudiar cognitivos gustaría,6
en estoy interesado psicología clínica terapéutica,6
me interesa la psicología clínica terapéutica,6
en estoy interesado psicología clínica terapéutica,6
de siento los quiero el bienestar demás mental empatía apoyar,6
de los quiero el bienestar demás mental apoyar,6
me de los el bienestar demás mental apoyar gustaría,6
me gusta analizar textos leer,7
me las de ideas gusta través palabras escribir expresar,7
me gusta escribir,7
me las de mis ideas gusta través palabras expresar,7
más quiero sobre aprender lingüística,7
me cómo la el explorar lenguaje lingüística gustaría evolucionó,7
de en la estoy el diferentes estudio literaria crítica interesado géneros,7
de en estoy estudiar diferentes literatura interesado géneros,7
en estoy estudiar diferentes interesado géneros,7
una la con conexión especial tengo poesía narrativa,7
una la con conexión especial tengo poesía narrativa,7
me apasiona la informar gente conectar,8
me apasiona la gente conectar,8
me que en la gusta crear sociedad contenido impacte,8
me que la gusta crear sociedad contenido impacte,8
entender de los en la quiero comunicación medios su influencia opinión pública,8
me entender de los en la medios influencia opinión pública gustaría,8
entender cómo de los la quiero comunicación medios afectan opinión pública,8
en la estoy el producción audiovisual interesado periodismo,8
me interesa la el producción audiovisual periodismo,8
me en trabajar producción audiovisual periodismo gustaría,8
me las de siento redes sociales manera efectiva usar motivado,8
las quiero con redes sociales usar eficacia,8
las con estoy redes sociales usar eficacia motivado,8
me cómo los apasiona ver demás enseñar aprenden,9
me cómo los encanta ver demás enseñar aprenden,9
cómo los demás aprenden enseño veo,9
me de gusta desarrollar métodos enseñanza innovadores,9
me de gusta desarrollar métodos enseñanza innovadores,9
me gusta enseñar,9
mejorar quiero el ayudar sistema educativo,9
mejorar quiero el sistema educativo,9
me mejorar el sistema educativo gustaría,9
en la estoy educación inclusiva interesado personalizada,9
me interesa la educación inclusiva personalizada,9
en la estoy educación interesado personalizada,9
las de siento una vocación generaciones guiar futuras entrenar,9
las quiero generaciones guiar futuras entrenar,9
las quiero generaciones futuras entrenar,9
me de apasiona proyectos la exitosos planificación dirección,10
me planificar proyectos encanta dirigir,10
me planificar proyectos encanta dirigir exitosos,10
me recursos gusta para organizar lograr metas,10
me los recursos gusta para organizar objetivos lograr,10
me los recursos gusta organizar,10
quiero sus habilidades liderar equipos aumentar,10
mejorar quiero sus habilidades,10
me mejorar sus habilidades equipos dirigir gustaría,10
de en la estoy decisiones gestión interesado estratégica toma,10
me de interesa la decisiones gestión estratégica toma,10
en la estoy gestión interesado estratégica,10
me una empresa ver crecer prosperar complace,10
me una ver crecer compañía alegra,10
de una ver estoy crecer feliz compañía,10
me la con gusta números trabajar financiera garantizar exactitud,11
quiero sobre cuestiones fiscales asesorar contables,11
me sobre cuestiones fiscales asesorar contables gustaría,11
en quiero ayudar fiscales contables asuntos,11
me los gusta para analizar decisiones financieros estados tomar,11
me los gusta para analizar decisiones financieros estados tomar,11
me los gusta analizar financieros estados,11
en la estoy el auditoría control interno interesado,11
me la el auditoría control interno interesan,11
en la estoy el auditoría control interno interesado,11
me de siento información manejar responsable confidencial,11
me de que siento lo es información algo manejar responsable confidencial,11
me las mejorar que apasiona es empleados entre empleadores relaciones algo,12
me que diseñar al gusta políticas beneficien personal,12
me que diseñar al gusta políticas beneficien personal,12
entender la quiero el bienestar laboral promover dinámica,12
entender la quiero laboral dinámica,12
me entender la el bienestar laboral promover gustaría dinámica,12
de la con estoy trabajo entornos justos creación comprometido,12
de quiero crear trabajo entornos justos,12
de quiero crear un ambiente trabajo justo,12
me cómo funcionan las fascina estudiar sociedades,13
cómo funcionan las disfruto estudiando sociedades,13
me cómo funcionan las gusta estudiar sociedades,13
me gusta sociales investigar culturales fenómenos,13
que los en la quiero tendencias lo son analizar cambios población,13
entender los en la quiero cambios población,13
cómo en la estoy social desigualdad interesado abordarla,13
me cómo interesa la social desigualdad abordar,13
me cómo las interesa sociales desigualdades abordar,13
entender curiosidad por el tengo comportamiento colectivo,13
me entender interesa el comportamiento colectivo,13
curiosidad por el tengo comportamiento colectivo,13
me entender cómo se los apasiona mercados mueven,14
cómo se los mercados mueven entiendo,14
me entender cómo interesa se los mercados mueven,14
me tendencias gusta para analizar datos predecir económicos,14
me los gusta analizar datos económicos,14
me tendencias gusta para analizar datos predecir económicos,14
mejorar la quiero ayudar economía,14
en la quiero diferencia economía marcar,14
las en estoy globales el finanzas internacional interesado comercio,14
las en estoy globales el finanzas internacional interesado comercio,14
en estoy el internacional interesado comercio,14
me siento problemas resolver para económicos complejos motivado,14
quiero problemas resolver económicos,14
que siento problemas resolver económicos puedo,14
me de los apasiona la gente justicia derechos defensa,15
de los la gente justicia derechos defiendo,15
me de los apasiona la gente justicia derechos defiendo,15
me cómo se gusta estudiar leyes aplican,15
me cómo se gusta estudiar leyes aplican,15
me cómo las se gusta estudiar leyes aplican,15
que quiero apoyo legal necesitan representar aquellos,15
me las que personas ayuda legal necesitan representar gustaría,15
me que ayuda legal necesitan representar gustaría aquellos,15
los en estoy el derecho interesado penal judiciales procedimientos,15
me los el derecho penal judiciales interesan procedimientos,15
los en estoy interesado judiciales procedimientos,15
en la creo ética profesional,15
que siento la con un fuerte tengo ética profesional compromiso,15
me apasiona estudiar creencias prácticas religiosas,16
creencias prácticas estudio religiosas,16
disfruto estudiando creencias prácticas religiosas,16
me gusta reflexionar sobre cuestiones espirituales,16
me en gusta pensar cuestiones espirituales,16
me en gusta preguntas pensar espirituales,16
entender las quiero textos sagrados doctrinas,16
me entender los textos sagrados gustaría,16
entender los quiero textos,16
en la estoy el diálogo interesado tolerancia interreligioso,16
me que interesa la el es diálogo algo tolerancia interreligioso,16
me interesa la el diálogo tolerancia interreligioso,16
de siento en una el vocación espiritual servir guiar reino,16
en quiero el espiritual servir guiar reino,16
me en el espiritual servir guiar gustaría reino,16
me eficientes en la gusta métodos producción aplicar,0
me eficientes gusta métodos usar,0
me mejorar procesos los la gusta para industriales aumentar productividad,0
me mejorar procesos los la gusta para industriales aumentar productividad,0
las optimizar los en quiero empresas sistemas reducir costos,0
las los en quiero empresas reducir costos,0
me las los en empresas reducir gustaría costes,0
de en proyectos la estoy el gestión calidad control interesado,0
de en proyectos la estoy el gestión calidad control interesado,0
de en proyectos la estoy el gestión calidad control interesado,0
